Rank,Journal Name,Abbreviated Journal,Publisher,JIF,5-Year JIF,JIF Without Self-Cites,JCI,JIF Quartile,Category,ISSN,eISSN,Total Cites,Total Articles,Citable Items,Cited Half-Life,Citing Half-Life,JIF Rank
6685,European Annals of Otorhinolaryngology-Head and Neck Diseases,EUR ANN OTORHINOLARY,"ELSEVIER MASSON, CORP OFF",2.4,2.1,1.3,0.99,Q1,OTORHINOLARYNGOLOGY|Q2|19/65,1879-7296,1879-730X,1828,43,47,6.7,8.3,11/67
6685,Physical Therapy in Sport,PHYS THER SPORT,CHURCHILL LIVINGSTONE,2.4,2.9,2.2,0.99,Q1,SPORT SCIENCES|Q2|45/127,1466-853X,N/A,3711,83,87,5.7,7.6,36/173
6685,European Journal of Political Economy,EUR J POLIT ECON,ELSEVIER SCIENCE INC,2.4,3.0,1.9,0.98,Q1,POLITICAL SCIENCE|Q1|75/317,0176-2680,1873-5703,4380,111,113,9.6,9.6,71/322
6685,Journal of Sports Science and Medicine,J SPORT SCI MED,JOURNAL SPORTS SCIENCE & MEDICINE,2.4,3.8,2.3,0.98,Q2,SPORT SCIENCES|Q2|36/127,1303-2968,1303-2968,5258,75,82,9.7,8.0,46/133
6685,Review of Research in Education,REV RES EDUC,SAGE PUBLICATIONS INC,2.4,7.8,2.3,0.97,Q1,EDUCATION & EDUCATIONAL RESEARCH|Q1|144/756,0091-732X,1935-1038,2327,5,9,8.7,7.5,142/756
6685,Critical Policy Studies,CRIT POLICY STUD,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",2.4,2.4,2.1,0.96,Q1,PUBLIC ADMINISTRATION|Q3|47/91,1946-0171,1946-018X,1138,33,33,8.1,8.4,71/322
6685,Higher Education Policy,HIGH EDUC POLICY,PALGRAVE MACMILLAN LTD,2.4,2.3,2.3,0.96,Q1,EDUCATION & EDUCATIONAL RESEARCH|Q2|257/756,0952-8733,1740-3863,1376,53,54,7.4,8.6,142/756
6685,QUALITATIVE HEALTH RESEARCH,QUAL HEALTH RES,SAGE PUBLICATIONS INC,2.4,3.8,2.1,0.96,Q1,"SOCIAL SCIENCES, INTERDISCIPLINARY|Q1|32/263",1049-7323,1552-7557,17055,174,174,10.5,7.7,44/271
6685,OCEANOLOGIA,OCEANOLOGIA,POLISH ACAD SCIENCES INST OCEANOLOGY,2.4,2.3,2.3,0.94,Q2,OCEANOGRAPHY|Q2|19/65,0078-3234,2300-7370,1555,44,44,7.5,13.0,25/65
6685,Frontiers in Global Womens Health,FRONT GLOB WOMEN HLT,FRONTIERS MEDIA SA,2.4,2.8,2.4,0.93,Q1,WOMENS STUDIES|Q1|9/66,N/A,2673-5059,1277,154,175,2.6,6.6,8/70
6685,International Journal of Retina and Vitreous,INT J RETINA VITR,BMC,2.4,2.5,2.3,0.93,Q2,OPHTHALMOLOGY|Q2|44/95,N/A,2056-9920,1311,74,93,4.2,6.6,29/98
6685,JOURNAL OF ANIMAL PHYSIOLOGY AND ANIMAL NUTRITION,J ANIM PHYSIOL AN N,WILEY,2.4,2.7,2.3,0.93,Q1,VETERINARY SCIENCES|Q1|32/167,0931-2439,1439-0396,5964,147,164,6.8,8.6,26/170
6685,JOURNAL OF POLICY ANALYSIS AND MANAGEMENT,J POLICY ANAL MANAG,WILEY,2.4,4.1,2.3,0.93,Q2,PUBLIC ADMINISTRATION|Q2|37/91,N/A,1520-6688,3075,64,65,11.1,7.9,160/617
6685,Odontology,ODONTOLOGY,SPRINGER,2.4,2.7,2.3,0.93,Q2,"DENTISTRY, ORAL SURGERY & MEDICINE|Q2|66/157",1618-1247,1618-1255,2225,131,150,4.8,7.8,50/162
6685,SIAM JOURNAL ON CONTROL AND OPTIMIZATION,SIAM J CONTROL OPTIM,SIAM PUBLICATIONS,2.4,2.5,2.3,0.93,Q1,"MATHEMATICS, APPLIED|Q1|46/331",0363-0129,1095-7138,10259,135,135,15.7,12.3,43/343
6685,Frontiers in Animal Science,FRONT ANIM SCI,FRONTIERS MEDIA SA,2.4,2.6,2.3,0.92,Q1,VETERINARY SCIENCES|Q1|40/167,N/A,2673-6225,1020,83,99,2.5,8.5,26/170
6685,Journal of Economic Inequality,J ECON INEQUAL,SPRINGERNATURE,2.4,2.7,2.3,0.92,Q2,ECONOMICS|Q1|92/597,1569-1721,1573-8701,1335,50,50,8.6,10.6,160/617
6685,PSYCHOSOMATIC MEDICINE,PSYCHOSOM MED,LIPPINCOTT WILLIAMS & WILKINS,2.4,3.1,2.3,0.92,Q2,"PSYCHOLOGY, MULTIDISCIPLINARY|Q1|46/218",0033-3174,1534-7796,11600,88,90,15.5,9.7,62/221
6685,BMC Nephrology,BMC NEPHROL,BMC,2.4,2.7,2.3,0.91,Q2,UROLOGY & NEPHROLOGY|Q2|54/126,N/A,1471-2369,10299,436,459,5.4,7.2,51/133
6685,Eye and Brain,EYE BRAIN,DOVE MEDICAL PRESS LTD,2.4,3.9,2.4,0.91,Q2,OPHTHALMOLOGY|Q1|17/95,1179-2744,1179-2744,490,6,11,5.8,10.0,29/98
6685,HPB,HPB,ELSEVIER SCI LTD,2.4,3.0,2.3,0.91,Q1,SURGERY|Q1|56/290,1365-182X,1477-2574,7231,120,138,6.8,7.3,78/312
6685,Journal of Media Psychology-Theories Methods and Applications,J MEDIA PSYCHOL-GER,HOGREFE PUBLISHING CORP,2.4,2.3,2.3,0.91,Q1,"PSYCHOLOGY, MULTIDISCIPLINARY|Q2|101/218",1864-1105,2151-2388,981,48,49,7.6,9.2,46/227
6685,Journal of Plastic Reconstructive and Aesthetic Surgery,J PLAST RECONSTR AES,ELSEVIER SCI LTD,2.4,2.7,2.1,0.91,Q1,SURGERY|Q2|108/290,1748-6815,1878-0539,11065,403,473,7.3,8.0,78/312
6685,Climate Change Economics,CLIM CHANG ECON,WORLD SCIENTIFIC PUBL CO PTE LTD,2.4,2.2,2.3,0.89,Q2,ENVIRONMENTAL STUDIES|N/A|N/A,2010-0078,2010-0086,606,34,34,6.7,5.9,160/617
6685,JOURNAL OF WOOD SCIENCE,J WOOD SCI,SPRINGER JAPAN KK,2.4,2.8,2.3,0.89,Q1,"MATERIALS SCIENCE, PAPER & WOOD|Q1|5/23",1435-0211,1611-4663,3496,53,57,10.0,9.9,6/24
6685,BMC MUSCULOSKELETAL DISORDERS,BMC MUSCULOSKEL DIS,BMC,2.4,2.8,2.2,0.88,Q2,RHEUMATOLOGY|Q3|29/57,N/A,1471-2474,24035,1015,1077,5.5,7.9,43/139
6685,Fishes,FISHES-BASEL,MDPI,2.4,2.4,2.2,0.88,Q1,MARINE & FRESHWATER BIOLOGY|Q2|36/119,N/A,2410-3888,3312,485,517,2.0,9.0,29/119
6685,Journal of Pacific Rim Psychology,J PAC RIM PSYCHOL,SAGE PUBLICATIONS LTD,2.4,2.5,2.2,0.88,Q2,"PSYCHOLOGY, MULTIDISCIPLINARY|Q1|49/218",1834-4909,1834-4909,557,17,21,4.1,10.3,62/221
6685,AUSTRALIAN DENTAL JOURNAL,AUST DENT J,WILEY,2.4,2.6,2.4,0.87,Q2,"DENTISTRY, ORAL SURGERY & MEDICINE|Q2|66/157",0045-0421,1834-7819,3900,29,38,11.8,8.0,50/162
6685,Geriatric Nursing,GERIATR NURS,MOSBY-ELSEVIER,2.4,2.8,2.2,0.87,Q1,NURSING|Q1|32/191,0197-4572,1528-3984,4037,348,379,3.9,6.2,42/192
6685,Journal of Oral & Facial Pain and Headache,J ORAL FACIAL PAIN H,MRE PRESS,2.4,2.8,2.3,0.87,Q2,"DENTISTRY, ORAL SURGERY & MEDICINE|Q2|66/157",2333-0384,2333-0376,1352,29,42,8.3,7.2,50/162
6685,LEGISLATIVE STUDIES QUARTERLY,LEGIS STUD QUART,WILEY,2.4,2.3,2.1,0.87,Q1,POLITICAL SCIENCE|Q2|141/317,0362-9805,1939-9162,1606,39,39,13.9,11.2,71/322
6685,Media International Australia,MEDIA INT AUST,SAGE PUBLICATIONS LTD,2.4,2.3,2.3,0.87,Q1,COMMUNICATION|Q2|91/227,1329-878X,2200-467X,1316,38,38,5.9,5.8,46/227
6685,Applications in Plant Sciences,APPL PLANT SCI,WILEY,2.4,3.0,2.2,0.86,Q2,PLANT SCIENCES|Q2|84/265,2168-0450,2168-0450,1646,49,52,6.0,8.0,99/273
6685,COGNITIVE SCIENCE,COGNITIVE SCI,WILEY,2.4,2.6,2.1,0.86,Q2,"PSYCHOLOGY, EXPERIMENTAL|Q2|34/99",0364-0213,1551-6709,8234,115,115,14.7,11.5,36/102
6685,JOURNAL OF ENVIRONMENTAL EDUCATION,J ENVIRON EDUC,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",2.4,3.7,2.3,0.86,Q1,ENVIRONMENTAL STUDIES|Q3|134/182,0095-8964,1940-1892,2424,38,38,13.4,8.0,142/756
6685,Regional Studies Regional Science,REG STUD REG SCI,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",2.4,2.5,2.2,0.86,Q1,GEOGRAPHY|Q2|68/171,2168-1376,2168-1376,939,48,48,4.9,6.9,41/173
6685,Seminars in Vascular Surgery,SEMIN VASC SURG,W B SAUNDERS CO-ELSEVIER INC,2.4,3.1,2.2,0.86,Q1,SURGERY|Q1|37/290,0895-7967,1558-4518,1242,5,48,6.6,7.6,78/312
6685,GAIT & POSTURE,GAIT POSTURE,ELSEVIER IRELAND LTD,2.4,2.8,2.2,0.85,Q2,SPORT SCIENCES|Q2|45/127,0966-6362,1879-2219,18377,272,289,9.8,9.6,43/139
6685,Journal of Racial and Ethnic Health Disparities,J RACIAL ETHN HEALTH,SPRINGER INT PUBL AG,2.4,3.2,2.3,0.85,Q2,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH|Q2|104/403",2197-3792,2196-8837,5693,321,349,4.0,6.5,157/419
6685,AIDS AND BEHAVIOR,AIDS BEHAV,SPRINGER/PLENUM PUBLISHERS,2.4,3.1,2.1,0.84,Q2,"SOCIAL SCIENCES, BIOMEDICAL|Q2|12/46",1090-7165,1573-3254,12084,300,329,6.0,6.8,14/48
6685,Journal of Multidisciplinary Healthcare,J MULTIDISCIP HEALTH,DOVE MEDICAL PRESS LTD,2.4,2.8,2.3,0.84,Q2,HEALTH CARE SCIENCES & SERVICES|Q2|60/174,1178-2390,1178-2390,5192,385,471,3.9,5.6,78/185
6685,Resuscitation Plus,RESUSC PLUS,ELSEVIER,2.4,2.4,2.0,0.84,Q1,EMERGENCY MEDICINE|Q2|15/54,2666-5204,2666-5204,1246,208,259,2.3,6.5,13/56
6685,AQUACULTURE INTERNATIONAL,AQUACULT INT,SPRINGER,2.4,2.7,2.2,0.83,Q2,FISHERIES|Q2|17/62,0967-6120,1573-143X,6023,261,288,5.8,7.9,18/61
6685,BEHAVIOR MODIFICATION,BEHAV MODIF,SAGE PUBLICATIONS INC,2.4,2.6,2.3,0.83,Q2,"PSYCHOLOGY, CLINICAL|Q3|91/180",0145-4455,1552-4167,2559,14,18,11.0,10.7,65/185
6685,JOURNAL OF CAREER DEVELOPMENT,J CAREER DEV,SAGE PUBLICATIONS INC,2.4,3.5,2.2,0.83,Q2,"PSYCHOLOGY, APPLIED|Q2|48/113",0894-8453,1556-0856,2260,35,37,5.8,10.0,50/115
6685,JOURNAL OF LOW FREQUENCY NOISE VIBRATION AND ACTIVE CONTROL,J LOW FREQ NOISE V A,SAGE PUBLICATIONS LTD,2.4,2.4,2.2,0.83,Q2,ACOUSTICS|Q1|9/40,1461-3484,2048-4046,2045,115,115,3.9,6.5,14/41
6685,Management Communication Quarterly,MANAGE COMMUN Q,SAGE PUBLICATIONS INC,2.4,2.8,2.1,0.83,Q1,MANAGEMENT|Q3|251/401,0893-3189,1552-6798,1848,28,28,11.9,8.8,46/227
6685,PHYSICAL REVIEW E,PHYS REV E,AMER PHYSICAL SOC,2.4,2.3,1.9,0.83,Q1,"PHYSICS, MATHEMATICAL|Q1|12/60",2470-0045,2470-0053,102320,1662,1701,13.1,12.1,13/61
6685,Hormones and Behavior,HORM BEHAV,ACADEMIC PRESS INC ELSEVIER SCIENCE,2.4,2.6,2.1,0.82,Q2,ENDOCRINOLOGY & METABOLISM|Q3|115/186,0018-506X,1095-6867,8910,117,119,12.0,12.5,20/57
6685,INTERNATIONAL JOURNAL OF CLINICAL AND EXPERIMENTAL HYPNOSIS,INT J CLIN EXP HYP,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",2.4,2.2,1.9,0.82,Q2,"PSYCHOLOGY, CLINICAL|Q3|91/180",0020-7144,1744-5183,1083,12,19,13.3,13.0,65/185
6685,JOURNAL OF ADOLESCENT RESEARCH,J ADOLESCENT RES,SAGE PUBLICATIONS INC,2.4,3.2,2.3,0.82,Q2,"PSYCHOLOGY, DEVELOPMENTAL|Q2|41/91",0743-5584,1552-6895,2411,36,36,11.4,7.8,37/94
6685,JOURNAL OF PROPULSION AND POWER,J PROPUL POWER,AMER INST AERONAUTICS ASTRONAUTICS,2.4,2.5,2.2,0.82,Q2,"ENGINEERING, AEROSPACE|Q2|17/52",0748-4658,1533-3876,9059,66,68,15.5,10.8,15/55
6685,HEALTH PROMOTION INTERNATIONAL,HEALTH PROMOT INT,OXFORD UNIV PRESS,2.4,2.8,1.9,0.81,Q2,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH|Q2|177/403",0957-4824,1460-2245,5997,143,178,6.6,5.7,157/419
6685,Joint Commission Journal on Quality and Patient Safety,JT COMM J QUAL PATIE,ACADEMIC PRESS INC ELSEVIER SCIENCE,2.4,2.6,2.1,0.81,Q2,HEALTH CARE SCIENCES & SERVICES|Q2|77/174,1553-7250,1938-131X,2579,83,85,7.6,7.0,78/185
6685,Journal of Choice Modelling,J CHOICE MODEL,ELSEVIER SCI LTD,2.4,3.7,2.1,0.81,Q2,ECONOMICS|Q1|131/597,1755-5345,1755-5345,1297,36,39,5.9,9.9,160/617
6685,MATCH-COMMUNICATIONS IN MATHEMATICAL AND IN COMPUTER CHEMISTRY,MATCH-COMMUN MATH CO,"UNIV KRAGUJEVAC, FAC SCIENCE",2.4,2.0,1.7,0.80,Q2,"MATHEMATICS, INTERDISCIPLINARY APPLICATIONS|Q1|25/135",0340-6253,N/A,2476,69,70,9.1,8.9,36/136
6685,WORLD ECONOMY,WORLD ECON,WILEY,2.4,2.6,2.3,0.80,Q1,INTERNATIONAL RELATIONS|Q1|25/165,0378-5920,1467-9701,4848,97,101,7.4,9.8,34/169
6685,Clinical Neuropsychiatry,CLIN NEUROPSYCHIATR,GIOVANNI FIORITI EDITORE,2.4,3.1,2.2,0.79,Q2,PSYCHIATRY|Q3|157/276,1724-4935,2385-0787,990,26,35,4.6,10.1,137/288
6685,EUROPEAN ECONOMIC REVIEW,EUR ECON REV,ELSEVIER,2.4,3.2,2.2,0.79,Q2,ECONOMICS|Q1|131/597,0014-2921,1873-572X,10299,170,170,10.5,9.4,160/617
6685,International Journal of Public Health,INT J PUBLIC HEALTH,FRONTIERS MEDIA SA,2.4,3.1,2.4,0.79,Q2,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH|Q2|145/403",1661-8556,1661-8564,5712,174,190,5.9,5.8,157/419
6685,INTERNATIONAL JOURNAL OF RADIATION BIOLOGY,INT J RADIAT BIOL,TAYLOR & FRANCIS LTD,2.4,2.5,2.1,0.79,Q1,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING|Q2|96/204",0955-3002,1362-3095,5857,100,122,9.2,8.7,8/41
6685,NEUROPHYSIOLOGIE CLINIQUE-CLINICAL NEUROPHYSIOLOGY,NEUROPHYSIOL CLIN,ELSEVIER FRANCE-EDITIONS SCIENTIFIQUES MEDICALES ELSEVIER,2.4,3.2,2.0,0.79,Q2,PHYSIOLOGY|Q2|32/85,0987-7053,1769-7131,2042,40,48,8.1,10.0,41/87
6685,Substance Abuse,SUBST ABUS,SAGE PUBLICATIONS INC,2.4,3.2,2.4,0.79,Q2,SUBSTANCE ABUSE|Q2|21/55,0889-7077,1547-0164,2705,0,0,5.3,N/A,27/58
6685,Epidemics,EPIDEMICS-NETH,ELSEVIER,2.4,2.8,2.2,0.78,Q3,INFECTIOUS DISEASES|Q2|54/132,1755-4365,1878-0067,1699,64,67,5.2,4.3,72/137
6685,HEALTH ECONOMICS,HEALTH ECON,WILEY,2.4,2.5,2.3,0.78,Q2,HEALTH POLICY & SERVICES|Q3|60/118,1057-9230,1099-1050,7354,120,120,10.0,8.5,160/617
6685,Horticulture Environment and Biotechnology,HORTIC ENVIRON BIOTE,KOREAN SOC HORTICULTURAL SCIENCE,2.4,2.4,2.2,0.78,Q2,HORTICULTURE|Q1|9/38,2211-3452,2211-3460,2389,82,86,6.3,9.1,14/45
6685,INTERNATIONAL ARCHIVES OF OCCUPATIONAL AND ENVIRONMENTAL HEALTH,INT ARCH OCC ENV HEA,SPRINGER,2.4,2.9,2.4,0.78,Q2,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH|Q2|145/403",0340-0131,1432-1246,5272,69,76,8.9,7.4,157/419
6685,Journal of the Chinese Medical Association,J CHIN MED ASSOC,LIPPINCOTT WILLIAMS & WILKINS,2.4,2.0,2.1,0.78,Q1,"MEDICINE, GENERAL & INTERNAL|Q2|104/325",1726-4901,1728-7731,3604,126,143,6.1,7.7,78/332
6685,APPLIED PSYCHOPHYSIOLOGY AND BIOFEEDBACK,APPL PSYCHOPHYS BIOF,SPRINGER/PLENUM PUBLISHERS,2.4,3.3,2.0,0.77,Q2,"PSYCHOLOGY, CLINICAL|Q2|78/180",1090-0586,1573-3270,1717,43,55,9.5,9.0,65/185
6685,BMJ Neurology Open,BMJ NEUROL OPEN,BMJ PUBLISHING GROUP,2.4,2.7,2.3,0.77,Q3,CLINICAL NEUROLOGY|Q3|160/277,N/A,2632-6140,442,90,99,2.7,7.9,149/285
6685,Surgical Oncology Clinics of North America,SURG ONCOL CLIN N AM,W B SAUNDERS CO-ELSEVIER INC,2.4,2.2,2.3,0.77,Q1,SURGERY|Q2|73/290,1055-3207,1558-5042,1754,47,48,7.8,7.0,78/312
6685,Journal of Empirical Finance,J EMPIR FINANC,ELSEVIER,2.4,3.3,2.3,0.76,Q2,ECONOMICS|Q2|200/597,0927-5398,1879-1727,3931,79,79,9.1,12.9,160/617
6685,JOURNAL OF GASTROINTESTINAL SURGERY,J GASTROINTEST SURG,ELSEVIER SCIENCE INC,2.4,2.8,2.3,0.76,Q1,SURGERY|Q2|90/290,1091-255X,1873-4626,11699,229,254,8.2,7.1,78/312
6685,Journal of Trauma & Dissociation,J TRAUMA DISSOCIATIO,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",2.4,3.2,2.1,0.76,Q2,"PSYCHOLOGY, CLINICAL|Q2|70/180",1529-9732,1529-9740,1752,31,32,7.8,9.5,65/185
6685,Preventive Medicine Reports,PREV MED REP,ELSEVIER,2.4,2.7,2.3,0.76,Q2,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH|Q2|163/403",N/A,2211-3355,6595,308,328,4.1,5.9,157/419
6685,AUSTRALIAN AND NEW ZEALAND JOURNAL OF PUBLIC HEALTH,AUST NZ J PUBL HEAL,ELSEVIER SCIENCE INC,2.4,2.9,2.3,0.75,Q2,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH|Q2|145/403",1326-0200,1753-6405,4093,60,63,9.1,5.4,157/419
6685,Echo Research and Practice,ECHO RES PRACT,SPRINGERNATURE,2.4,3.5,2.3,0.75,Q2,CARDIAC & CARDIOVASCULAR SYSTEMS|Q2|62/220,2055-0464,2055-0464,590,22,26,5.4,8.6,104/230
6685,LEARNED PUBLISHING,LEARN PUBL,WILEY,2.4,2.6,2.2,0.75,Q2,INFORMATION SCIENCE & LIBRARY SCIENCE|Q2|51/160,0953-1513,1741-4857,1274,44,44,5.0,4.4,52/166
6685,MOLECULAR AND CELLULAR NEUROSCIENCE,MOL CELL NEUROSCI,ACADEMIC PRESS INC ELSEVIER SCIENCE,2.4,3.1,2.4,0.75,Q3,NEUROSCIENCES|Q3|176/310,1044-7431,1095-9327,5276,39,39,13.3,8.6,201/314
6685,Regional Studies in Marine Science,REG STUD MAR SCI,ELSEVIER,2.4,2.4,2.2,0.75,Q1,MARINE & FRESHWATER BIOLOGY|Q2|36/119,2352-4855,2352-4855,6133,630,641,3.4,9.5,29/119
6685,ALGAE,ALGAE-SEOUL,KOREAN SOC PHYCOLOGY,2.4,2.0,1.4,0.74,Q1,PLANT SCIENCES|Q2|71/265,1226-2617,2093-0860,893,23,23,8.3,10.0,29/119
6685,Clinical Gerontologist,CLIN GERONTOLOGIST,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",2.4,3.0,1.9,0.74,Q2,PSYCHIATRY|Q2|115/276,0731-7115,1545-2301,2369,74,79,5.5,7.2,15/48
6685,Global Knowledge Memory and Communication,GLOB KNOWL MEM COMMU,EMERALD GROUP PUBLISHING LTD,2.4,2.3,1.9,0.74,Q2,INFORMATION SCIENCE & LIBRARY SCIENCE|Q2|54/160,2514-9342,2514-9350,1177,232,243,2.6,5.7,52/166
6685,in silico Plants,IN SILICO PLANTS,OXFORD UNIV PRESS,2.4,2.6,2.2,0.74,Q2,PLANT SCIENCES|Q2|87/265,N/A,2517-5025,279,17,17,3.2,9.8,33/129
6685,JBMR Plus,JBMR PLUS,OXFORD UNIV PRESS,2.4,3.4,2.3,0.74,Q3,ENDOCRINOLOGY & METABOLISM|Q2|72/186,N/A,2473-4039,2022,152,158,3.7,9.4,124/191
6685,Medicina-Lithuania,MEDICINA-LITHUANIA,MDPI,2.4,2.8,2.3,0.74,Q1,"MEDICINE, GENERAL & INTERNAL|Q1|80/325",1010-660X,1648-9144,21683,1657,2092,3.0,6.8,78/332
6685,SoftwareX,SOFTWAREX,ELSEVIER,2.4,3.2,2.2,0.74,Q2,"COMPUTER SCIENCE, SOFTWARE ENGINEERING|Q2|54/131",2352-7110,2352-7110,7264,364,364,6.9,6.0,62/128
6685,THERAPEUTIC DRUG MONITORING,THER DRUG MONIT,LIPPINCOTT WILLIAMS & WILKINS,2.4,2.7,2.2,0.74,Q2,TOXICOLOGY|Q2|52/106,0163-4356,1536-3694,4307,92,104,10.0,7.6,14/33
6685,AGING & MENTAL HEALTH,AGING MENT HEALTH,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",2.4,3.5,2.3,0.73,Q2,PSYCHIATRY|Q2|105/276,1360-7863,1364-6915,10312,171,194,6.4,8.0,15/48
6685,Asian Journal of Urology,ASIAN J UROL,ELSEVIER SINGAPORE PTE LTD,2.4,2.4,2.4,0.73,Q2,UROLOGY & NEPHROLOGY|Q2|46/126,2214-3882,2214-3890,1064,55,76,4.8,8.0,51/133
6685,Crystals,CRYSTALS,MDPI,2.4,2.4,2.3,0.73,Q2,"MATERIALS SCIENCE, MULTIDISCIPLINARY|Q3|267/438",N/A,2073-4352,19785,996,1086,3.2,8.2,11/31
6685,European Biophysics Journal,EUR BIOPHYS J BIOPHY,SPRINGER,2.4,2.1,2.3,0.73,Q3,,0175-7571,1432-1017,2732,30,33,13.1,12.1,47/79
6685,GENE,GENE,ELSEVIER,2.4,2.8,2.4,0.73,Q3,GENETICS & HEREDITY|Q2|91/191,0378-1119,1879-0038,29918,698,759,8.7,7.1,103/191
6685,MATHEMATICAL FINANCE,MATH FINANC,WILEY,2.4,2.4,2.4,0.73,Q2,"SOCIAL SCIENCES, MATHEMATICAL METHODS|Q2|28/67",0960-1627,1467-9965,2414,21,21,17.8,9.7,160/617
6685,Parasite,PARASITE,EDP SCIENCES S A,2.4,2.7,2.2,0.73,Q2,PARASITOLOGY|Q2|16/45,1252-607X,1776-1042,2531,71,76,7.6,9.4,17/47
6685,Plant Reproduction,PLANT REPROD,SPRINGER,2.4,2.9,2.4,0.73,Q2,REPRODUCTIVE BIOLOGY|Q2|14/39,2194-7953,2194-7961,882,14,18,6.3,10.5,99/273
6685,SURGICAL ONCOLOGY-OXFORD,SURG ONCOL,ELSEVIER SCI LTD,2.4,2.3,2.4,0.73,Q1,SURGERY|Q2|79/290,0960-7404,1879-3320,3315,81,99,6.1,7.6,78/312
6685,AoB Plants,AOB PLANTS,OXFORD UNIV PRESS,2.4,3.1,2.4,0.72,Q2,PLANT SCIENCES|Q2|87/265,2041-2851,2041-2851,3135,58,60,7.2,10.4,99/273
6685,Health Promotion and Chronic Disease Prevention in Canada-Research Policy and Practice,HEALTH PROMOT CHRON,PUBLIC HEALTH AGENCY CANADA,2.4,2.9,2.3,0.72,Q2,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH|Q2|189/403",2368-738X,2368-738X,1127,40,44,4.8,5.2,157/419
6685,INTERNATIONAL JOURNAL OF SELECTION AND ASSESSMENT,INT J SELECT ASSESS,WILEY,2.4,3.0,2.0,0.72,Q2,"PSYCHOLOGY, APPLIED|Q2|48/113",0965-075X,1468-2389,1925,41,42,12.4,12.0,50/115
6685,JOURNAL OF ADVERTISING RESEARCH,J ADVERTISING RES,TAYLOR & FRANCIS LTD,2.4,3.3,2.1,0.72,Q1,COMMUNICATION|Q2|59/227,0021-8499,1740-1909,2669,23,24,14.7,8.3,46/227
6685,JOURNAL OF APPLIED BEHAVIORAL SCIENCE,J APPL BEHAV SCI,SAGE PUBLICATIONS INC,2.4,3.9,2.1,0.72,Q2,"PSYCHOLOGY, APPLIED|Q2|53/113",0021-8863,1552-6879,2534,27,28,13.1,10.0,50/115
6685,JOURNAL OF NONDESTRUCTIVE EVALUATION,J NONDESTRUCT EVAL,SPRINGER/PLENUM PUBLISHERS,2.4,2.8,2.2,0.72,Q2,"MATERIALS SCIENCE, CHARACTERIZATION & TESTING|Q2|13/38",0195-9298,1573-4862,2653,117,120,5.8,7.6,12/37
6685,Parasite Epidemiology and Control,PARASITE EPIDEM CONT,ELSEVIER,2.4,2.6,2.3,0.72,Q2,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH|Q3|215/403",2405-6731,2405-6731,743,52,58,4.3,8.7,17/47
6685,VIROLOGY,VIROLOGY,ACADEMIC PRESS INC ELSEVIER SCIENCE,2.4,2.5,2.3,0.72,Q3,VIROLOGY|Q3|23/41,0042-6822,1089-862X,21120,266,284,15.8,8.0,23/42
6685,CANADIAN FAMILY PHYSICIAN,CAN FAM PHYSICIAN,COLL FAMILY PHYSICIANS CANADA,2.4,3.1,2.0,0.71,Q1,PRIMARY HEALTH CARE|Q2|11/30,0008-350X,1715-5258,4619,28,37,9.1,5.3,78/332
6685,Clinical Psychology in Europe,CLIN PSYCHOL EUR,Leibniz Institute Psychology,2.4,N/A,2.3,0.71,Q2,,2625-3410,2625-3410,408,34,36,3.5,8.0,65/185
6685,CRITICAL CARE CLINICS,CRIT CARE CLIN,W B SAUNDERS CO-ELSEVIER INC,2.4,4.1,2.4,0.71,Q2,CRITICAL CARE MEDICINE|Q2|17/54,0749-0704,1557-8232,2778,42,46,7.3,7.0,28/62
6685,LASERS IN MEDICAL SCIENCE,LASER MED SCI,SPRINGER LONDON LTD,2.4,2.5,2.2,0.71,Q1,SURGERY|Q2|98/290,0268-8921,1435-604X,7851,218,272,6.8,7.9,78/312
6685,PSYCHIATRY-INTERPERSONAL AND BIOLOGICAL PROCESSES,PSYCHIATRY,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",2.4,2.8,2.3,0.71,Q2,PSYCHIATRY|Q2|109/276,0033-2747,1943-281X,2182,22,23,16.0,9.8,137/288
6685,International Journal of Economic Sciences,INT J ECON SCI,Scientific Oasis Publisher,2.4,1.1,2.2,0.70,Q2,ECONOMICS|Q1|119/597,N/A,1804-9796,184,12,14,3.8,4.8,160/617
